,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2021-03-15,4.29,4.39,4.26,4.3,4.3,59715113,0.0000,1.0,4.0260,4.0827,53.9182,84.8516,89.5915,-0.0718,-0.0292,0.0426,42.0642,209.0654,100.0000,65.0000,3.7944,4.0260,4.2576,-1273359791.9989,-444944072.0000
2021-03-12,4.09,4.225,4.08,4.22,4.22,42936715,0.0000,1.0,4.0195,4.0598,52.3252,75.5742,85.9745,-0.0825,-0.0549,0.0276,41.8613,122.1587,45.0000,70.0000,3.8131,4.0195,4.2259,-1250392440.8451,-504659185.0000
2021-03-11,4.08,4.14,4.05,4.1,4.1,47803952,0.0000,1.0,4.0135,4.0430,49.8550,63.8529,78.9890,-0.0894,-0.0787,0.0106,41.8422,63.5245,50.0000,75.0000,3.8245,4.0135,4.2025,-1290368003.0865,-547595900.0000
2021-03-10,4.04,4.05,3.92,3.96,3.96,48054825,0.0000,1.0,4.0170,4.0370,46.7999,48.0409,61.7593,-0.0921,-0.0958,-0.0038,41.9272,-38.2002,55.0000,80.0000,3.8193,4.0170,4.2147,-1295679553.3087,-595399852.0000
2021-03-09,3.96,4.01,3.95,3.96,3.96,28745777,0.0000,1.0,4.0285,4.0451,46.7999,35.6143,50.8104,-0.0911,-0.1020,-0.0109,42.1301,-47.0133,0.0000,85.0000,3.8190,4.0285,4.2380,-1277196928.3087,-595399852.0000
2021-03-08,3.86,3.97,3.83,3.87,3.87,44731704,0.0000,1.0,4.0435,4.0540,44.8505,26.0683,31.5531,-0.0884,-0.1084,-0.0200,42.3940,-110.7635,5.0000,90.0000,3.8138,4.0435,4.2732,-1258033076.9754,-624145629.0000
2021-03-05,3.87,3.9,3.77,3.88,3.88,60969085,0.0000,1.0,4.0610,4.0734,45.0247,25.2937,24.4794,-0.0834,-0.1058,-0.0224,42.7210,-150.5336,0.0000,95.0000,3.8335,4.0610,4.2885,-1238862346.6896,-579413925.0000
2021-03-04,3.96,4.0,3.75,3.82,3.82,77661740,0.0000,1.0,4.0855,4.0938,43.7804,27.0291,22.1724,-0.0778,-0.1020,-0.0242,43.1506,-162.6267,0.0000,100.0000,3.8367,4.0855,4.3343,-1281071713.2281,-640383010.0000
2021-03-03,4.0,4.02,3.95,3.98,3.98,41330272,0.0000,1.0,4.1295,4.1226,46.4434,30.9672,29.2294,-0.0717,-0.0895,-0.0177,43.6028,-87.7895,0.0000,70.0000,3.7895,4.1295,4.4695,-1246900547.6281,-562721270.0000
2021-03-02,4.03,4.07,4.0,4.04,4.04,29041808,0.0000,1.0,4.1570,4.1376,47.4720,35.5048,29.6854,-0.0673,-0.0885,-0.0212,43.5826,-62.8427,0.0000,75.0000,3.7826,4.1570,4.5314,-1240996223.0567,-521390998.0000
2021-03-01,3.99,4.0999,3.98,4.04,4.04,40902383,0.0000,1.0,4.1995,4.1479,47.4720,42.2307,33.9869,-0.0620,-0.0922,-0.0302,43.4331,-62.7492,0.0000,80.0000,3.7120,4.1995,4.6870,-1245145052.7710,-521390998.0000
2021-02-26,4.01,4.04,3.91,3.92,3.92,68757771,0.0000,1.0,4.2255,4.1592,45.2846,42.7296,42.8421,-0.0545,-0.0955,-0.0410,43.2756,-92.0637,0.0000,85.0000,3.7197,4.2255,4.7313,-1245179166.5183,-562293381.0000
2021-02-25,4.25,4.34,4.01,4.05,4.05,120332289,0.0000,1.0,4.2640,4.1844,47.3123,34.0968,49.8630,-0.0442,-0.0861,-0.0419,43.1625,-43.4145,0.0000,90.0000,3.7402,4.2640,4.7878,-1186999514.1336,-493535610.0000
2021-02-24,3.94,4.12,3.91,4.04,4.04,77998703,0.0000,1.0,4.3890,4.1986,47.1393,23.5364,35.4839,-0.0337,-0.0860,-0.0523,42.8103,-65.7183,5.0000,95.0000,3.2719,4.3890,5.5061,-1095838689.1336,-613867899.0000
2021-02-23,3.93,3.97,3.83,3.95,3.95,68365820,0.0000,1.0,4.4235,4.2153,45.6127,21.6907,16.9436,-0.0207,-0.0837,-0.0631,42.6189,-86.5203,10.0000,100.0000,3.3090,4.4235,5.5380,-1114409808.8955,-691866602.0000
2021-02-22,4.02,4.04,3.96,3.96,3.96,55278031,0.0000,1.0,4.4685,4.2432,45.7522,28.0115,18.1818,-0.0049,-0.0704,-0.0655,42.5473,-83.3499,15.0000,100.0000,3.3615,4.4685,5.5755,-1163242537.4670,-623500782.0000
2021-02-19,4.13,4.14,4.06,4.07,4.07,28413650,0.0000,1.0,4.4805,4.2730,47.2624,33.1740,29.9465,0.0115,-0.0534,-0.0649,42.1733,-70.1670,20.0000,95.0000,3.3907,4.4805,5.5703,-1107964506.4670,-568222751.0000
2021-02-18,4.07,4.14,4.05,4.12,4.12,43669195,0.0000,1.0,4.4880,4.2944,47.9458,31.6839,35.9061,0.0277,-0.0421,-0.0698,41.5458,-69.7040,25.0000,100.0000,3.4076,4.4880,5.5684,-1086654268.9670,-539809101.0000
2021-02-17,4.1,4.12,4.05,4.11,4.11,50065941,0.0000,1.0,4.4920,4.3127,47.8024,26.5648,33.6695,0.0452,-0.0322,-0.0774,40.8854,-72.6502,30.0000,0.0000,3.4165,4.4920,5.5675,-1110914932.8559,-583478296.0000
2021-02-16,4.17,4.2,4.1,4.13,4.13,42745525,0.0000,1.0,4.4930,4.3341,48.0539,18.6001,25.4762,0.0645,-0.0180,-0.0825,40.2031,-64.9194,35.0000,5.0000,3.4189,4.4930,5.5671,-1146676319.2844,-533412355.0000
2021-02-12,4.11,4.215,4.07,4.17,4.17,50557353,0.0000,1.0,4.4905,4.3555,48.5391,13.3665,20.5487,0.0851,-0.0018,-0.0869,39.3802,-62.7689,40.0000,10.0000,3.4128,4.4905,5.5682,-1129578109.2844,-490666830.0000
2021-02-11,4.16,4.17,4.07,4.1,4.1,63166137,0.0000,1.0,4.4865,4.3751,47.6604,8.3658,9.7754,0.1069,0.0150,-0.0919,38.5139,-68.7126,45.0000,0.0000,3.4035,4.4865,5.5695,-1148755036.2844,-541224183.0000
2021-02-10,4.21,4.22,4.1,4.17,4.17,78019252,0.0000,1.0,4.4805,4.4040,48.4463,7.4246,9.7754,0.1298,0.0433,-0.0866,37.6267,-58.5433,50.0000,5.0000,3.3877,4.4805,5.5733,-1123488581.4844,-478058046.0000
2021-02-09,4.26,4.27,4.17,4.19,4.19,82326008,0.0000,1.0,4.4725,4.4287,48.6641,8.2427,5.5468,0.1515,0.0716,-0.0798,36.6374,-48.9440,55.0000,0.0000,3.3684,4.4725,5.5766,-1136491790.1511,-400038794.0000
2021-02-08,4.28,4.35,4.21,4.26,4.26,79270419,0.0000,1.0,4.4565,4.4538,49.4026,10.4570,6.9515,0.1714,0.1047,-0.0667,35.4704,-35.4333,60.0000,5.0000,3.3275,4.4565,5.5855,-1087096185.3511,-317712786.0000
2021-02-05,4.33,4.33,4.2,4.22,4.22,107577201,0.0000,1.0,4.4400,4.4742,48.9823,12.1181,12.2297,0.1881,0.1383,-0.0498,34.1722,-35.2675,65.0000,10.0000,3.2906,4.4400,5.5894,-1064447494.2082,-396983205.0000
2021-02-04,4.49,4.56,4.3,4.37,4.37,151036423,0.0000,1.0,4.4285,4.5009,50.4759,9.1334,12.1897,0.2006,0.1832,-0.0173,32.8140,-9.7774,70.0000,15.0000,3.2660,4.4285,5.5910,-989970970.4390,-289406004.0000
2021-02-03,4.63,4.7592,4.52,4.7,4.7,95964261,0.0000,1.0,4.4120,4.5147,53.9118,6.9755,11.9349,0.2049,0.2226,0.0178,31.2220,27.7158,75.0000,20.0000,3.2373,4.4120,5.5867,-920261852.1313,-138369581.0000
2021-02-02,4.74,4.76,4.4,4.53,4.53,162382927,0.0000,1.0,4.3790,4.4952,52.3236,8.8817,3.2754,0.2004,0.2361,0.0357,29.1858,18.6961,80.0000,25.0000,3.2014,4.3790,5.5566,-968725408.6899,-234333842.0000
2021-02-01,4.97,4.99,4.66,4.89,4.89,194969225,0.0000,1.0,4.3470,4.4915,56.2212,19.4123,5.7163,0.1915,0.2672,0.0756,27.0425,61.5671,85.0000,30.0000,3.1529,4.3470,5.5411,-923619040.0787,-71950915.0000
2021-01-29,5.13,5.22,4.53,4.56,4.56,362323313,0.0000,1.0,4.2980,4.4496,53.1843,38.3079,17.6532,0.1726,0.2663,0.0937,24.3671,60.1979,90.0000,35.0000,3.1167,4.2980,5.4793,-1000425098.4121,-266920140.0000
2021-01-28,5.18,5.53,4.59,4.69,4.69,675220890,0.0000,1.0,4.2645,4.4380,54.6018,57.9296,34.8673,0.1492,0.2949,0.1457,21.5508,95.2079,95.0000,40.0000,3.0769,4.2645,5.4521,-669608160.4556,95403173.0000
2021-01-27,4.99,9.79,4.87,6.55,6.55,1144058557,0.0000,1.0,4.2265,4.4114,85.6191,75.6078,62.4032,0.1128,0.3138,0.2011,18.4940,476.3130,100.0000,45.0000,3.0471,4.2265,5.4059,-138051289.6045,770624063.0000
2021-01-26,5.08,5.27,4.61,4.73,4.73,379387253,0.0000,1.0,4.0940,4.1863,69.5284,83.3243,76.5182,0.0625,0.1441,0.0816,14.8442,287.7831,100.0000,50.0000,3.5819,4.0940,4.6061,224698984.5662,-373434494.0000
2021-01-25,4.54,4.918,4.53,4.85,4.85,296379275,0.0000,1.0,4.0520,4.1291,74.7685,84.0808,87.9020,0.0421,0.1107,0.0685,12.5032,355.2186,100.0000,55.0000,3.6247,4.0520,4.4793,466127236.4753,5952759.0000
2021-01-22,4.19,4.22,4.14,4.2,4.2,29126724,0.0000,1.0,4.0035,4.0532,58.7840,78.0606,85.5526,0.0250,0.0542,0.0292,10.4885,127.9343,75.0000,60.0000,3.7760,4.0035,4.2310,273633480.5475,-290426516.0000
2021-01-21,4.18,4.23,4.16,4.22,4.22,22054873,0.0000,1.0,3.9875,4.0378,59.8931,70.2247,78.7879,0.0177,0.0474,0.0297,10.0630,161.7536,80.0000,65.0000,3.7728,3.9875,4.2022,259070118.5475,-261299792.0000
2021-01-20,4.15,4.23,4.15,4.2,4.2,43924067,0.0000,1.0,3.9715,4.0186,59.1611,65.7874,69.8413,0.0103,0.0361,0.0259,9.5019,184.8535,85.0000,70.0000,3.7824,3.9715,4.1606,243316637.8332,-283354665.0000
2021-01-19,4.07,4.19,4.03,4.13,4.13,40539361,0.0000,1.0,3.9615,3.9995,56.5227,65.4110,62.0448,0.0038,0.0232,0.0194,8.9113,148.1690,90.0000,75.0000,3.8031,3.9615,4.1199,232335621.0832,-327278732.0000
2021-01-15,4.09,4.14,4.04,4.08,4.08,36639348,0.0000,1.0,3.9580,3.9858,54.5292,62.4644,65.4762,-0.0011,0.0135,0.0146,8.4308,128.5771,95.0000,80.0000,3.8120,3.9580,4.1040,222200780.8332,-367818093.0000
2021-01-14,4.12,4.25,4.07,4.09,4.09,93198577,0.0000,1.0,3.9535,3.9758,55.0084,53.7444,68.7118,-0.0047,0.0060,0.0107,8.1056,200.3524,100.0000,85.0000,3.8177,3.9535,4.0893,229528650.4332,-331178745.0000
2021-01-13,3.91,3.98,3.91,3.98,3.98,33763393,0.0000,1.0,3.9540,3.9638,50.4588,42.7350,53.2051,-0.0074,-0.0047,0.0027,7.6158,2.7302,5.0000,90.0000,3.8161,3.9540,4.0919,302016432.5443,-424377322.0000
2021-01-12,3.94,4.02,3.93,4.01,4.01,25996099,0.0000,1.0,3.9550,3.9621,51.8164,43.9815,39.3162,-0.0081,-0.0070,0.0010,7.7841,32.5234,10.0000,95.0000,3.8161,3.9550,4.0939,268253039.5443,-390613929.0000
2021-01-11,3.84,3.94,3.83,3.87,3.87,37059417,0.0000,1.0,3.9575,3.9571,45.2909,56.2068,35.6838,-0.0083,-0.0130,-0.0047,8.0567,-84.3237,0.0000,100.0000,3.8130,3.9575,4.1020,248033851.4332,-416610028.0000
2021-01-08,3.94,3.96,3.9,3.93,3.93,23978662,0.0000,1.0,3.9740,3.9663,47.9339,66.3360,56.9444,-0.0072,-0.0062,0.0010,7.9244,-43.0596,0.0000,40.0000,3.8007,3.9740,4.1473,258140965.1605,-379550611.0000
2021-01-07,4.01,4.03,3.97,3.99,3.99,25317959,0.0000,1.0,3.9870,3.9701,50.7473,64.6224,75.9921,-0.0074,-0.0034,0.0040,8.1098,5.6170,5.0000,45.0000,3.7913,3.9870,4.1827,258140965.1605,-355571949.0000
2021-01-06,4.01,4.09,4.01,4.04,4.04,37467360,0.0000,1.0,3.9985,3.9680,53.2202,49.9255,66.0714,-0.0084,-0.0061,0.0023,8.4156,36.0807,10.0000,50.0000,3.7780,3.9985,4.2190,266580284.8272,-330253990.0000
2021-01-05,3.99,4.06,3.95,4.04,4.04,38446227,0.0000,1.0,3.9995,3.9604,53.2202,42.5038,51.8038,-0.0090,-0.0144,-0.0054,8.5245,12.4647,15.0000,55.0000,3.7781,3.9995,4.2209,275947124.8272,-330253990.0000
2021-01-04,3.99,3.99,3.85,3.89,3.89,30281398,0.0000,1.0,3.9990,3.9520,46.1102,42.8682,31.9014,-0.0076,-0.0248,-0.0172,8.7821,-68.1479,20.0000,60.0000,3.7779,3.9990,4.2201,251481344.0090,-368700217.0000
2020-12-31,3.88,3.93,3.87,3.91,3.91,17088862,0.0000,1.0,4.0055,3.9585,47.0154,49.3465,43.8062,-0.0033,-0.0225,-0.0191,9.0868,-81.0440,25.0000,65.0000,3.7900,4.0055,4.2210,264459086.0090,-338418819.0000
2020-12-30,3.94,3.96,3.88,3.89,3.89,17464606,0.0000,1.0,4.0130,3.9637,46.0085,46.8374,52.8971,0.0014,-0.0212,-0.0226,9.0863,-86.0909,30.0000,70.0000,3.8010,4.0130,4.2250,258762798.6756,-355507681.0000
2020-12-29,3.95,3.98,3.93,3.93,3.93,19875440,0.0000,1.0,4.0215,3.9714,47.7319,36.3510,51.3363,0.0071,-0.0172,-0.0243,9.1311,-64.5861,35.0000,75.0000,3.8163,4.0215,4.2267,271861253.1756,-338043075.0000
2020-12-28,3.9,3.94,3.89,3.9,3.9,18618758,0.0000,1.0,4.0265,3.9758,46.2987,26.1682,36.2788,0.0132,-0.0160,-0.0292,9.4059,-104.9486,40.0000,80.0000,3.8257,4.0265,4.2273,291736693.1756,-357918515.0000
2020-12-24,3.9,3.92,3.89,3.89,3.89,7298750,0.0000,1.0,4.0380,3.9837,45.8283,20.4683,21.4378,0.0205,-0.0111,-0.0316,9.4920,-126.6061,45.0000,85.0000,3.8412,4.0380,4.2348,302907947.9756,-376537273.0000
2020-12-23,3.85,3.92,3.85,3.88,3.88,27033451,0.0000,1.0,4.0500,3.9936,45.3737,23.9408,20.7881,0.0284,-0.0037,-0.0321,9.4807,-160.8397,50.0000,90.0000,3.8616,4.0500,4.2384,310206697.9756,-383836023.0000
2020-12-22,3.87,3.9,3.84,3.88,3.88,25180444,0.0000,1.0,4.0595,4.0056,45.3737,25.4109,19.1789,0.0364,0.0068,-0.0296,9.4689,-205.0754,55.0000,95.0000,3.8880,4.0595,4.2310,314068619.5471,-383836023.0000
2020-12-21,3.87,3.9188,3.83,3.9,3.9,26116616,0.0000,1.0,4.0640,4.0188,46.0715,30.2746,31.8555,0.0438,0.0201,-0.0236,9.3613,-212.6305,60.0000,100.0000,3.9075,4.0640,4.2205,305675138.2137,-358655579.0000
2020-12-18,4.04,4.06,3.98,4.0,4.0,20259706,0.0000,1.0,4.0665,4.0313,49.7022,25.3042,25.1984,0.0497,0.0348,-0.0149,9.2480,-62.5584,65.0000,0.0000,3.9192,4.0665,4.2138,290616909.1687,-332538963.0000
2020-12-17,4.09,4.0916,4.02,4.06,4.06,26082195,0.0000,1.0,4.0610,4.0346,52.0398,24.4709,33.7698,0.0534,0.0429,-0.0105,9.7133,0.5690,70.0000,5.0000,3.8969,4.0610,4.2251,300746762.1687,-312279257.0000
2020-12-16,4.01,4.03,3.98,3.99,3.99,19877690,0.0000,1.0,4.0550,4.0319,49.4023,24.3820,16.9444,0.0561,0.0464,-0.0096,10.0739,-53.0303,75.0000,10.0000,3.8827,4.0550,4.2273,297686839.8503,-338361452.0000
2020-12-15,4.06,4.12,4.03,4.1,4.1,18757009,0.0000,1.0,4.0520,4.0363,53.8209,36.8236,22.6984,0.0585,0.0574,-0.0011,10.4967,35.0204,80.0000,15.0000,3.8733,4.0520,4.2307,309613453.8503,-318483762.0000
2020-12-14,4.05,4.07,3.98,4.0,4.0,21093175,0.0000,1.0,4.0420,4.0296,49.9552,55.6500,33.5030,0.0587,0.0593,0.0006,10.9478,-18.1015,85.0000,0.0000,3.8530,4.0420,4.2310,299192893.2947,-337240771.0000
2020-12-11,4.07,4.1,4.0,4.06,4.06,34215647,0.0000,1.0,4.0325,4.0327,52.4582,70.5212,54.2693,0.0586,0.0712,0.0126,11.4189,20.5935,90.0000,0.0000,3.8186,4.0325,4.2464,310911323.8503,-316147596.0000
2020-12-10,4.13,4.22,4.12,4.2,4.2,27951048,0.0000,1.0,4.0170,4.0299,59.0126,75.5694,79.1777,0.0554,0.0791,0.0237,11.9945,111.3542,95.0000,0.0000,3.7708,4.0170,4.2632,304068194.4503,-281931949.0000
2020-12-09,4.24,4.28,4.18,4.19,4.19,31808830,0.0000,1.0,3.9945,4.0119,58.6621,64.8991,78.1167,0.0495,0.0738,0.0243,12.1458,139.5425,100.0000,5.0000,3.7373,3.9945,4.2517,287297565.6503,-309882997.0000
2020-12-08,4.1,4.23,4.1,4.22,4.22,35820041,0.0000,1.0,3.9685,3.9932,60.1274,52.7724,69.4139,0.0435,0.0671,0.0236,12.0294,131.1154,100.0000,0.0000,3.6913,3.9685,4.2457,312744629.6503,-278074167.0000
2020-12-07,4.04,4.1,4.03,4.06,4.06,21546521,0.0000,1.0,3.9400,3.9693,54.3500,43.0582,47.1666,0.0376,0.0544,0.0169,12.0849,72.1998,70.0000,0.0000,3.6550,3.9400,4.2250,282435364.1887,-313894208.0000
2020-12-04,4.02,4.03,3.99,4.03,4.03,19651545,0.0000,1.0,3.9130,3.9598,53.1406,43.0475,41.7367,0.0333,0.0537,0.0204,12.6503,52.9983,75.0000,5.0000,3.5802,3.9130,4.2458,285513438.6173,-335440729.0000
2020-12-03,4.03,4.06,4.01,4.02,4.02,18883638,0.0000,1.0,3.8885,3.9524,52.7441,49.6310,40.2715,0.0282,0.0551,0.0269,13.0826,64.0644,80.0000,0.0000,3.5232,3.8885,4.2538,265861893.6173,-355092274.0000
2020-12-02,3.99,4.06,3.97,4.06,4.06,23692288,0.0000,1.0,3.8575,3.9453,54.4962,63.1701,47.1342,0.0215,0.0572,0.0357,13.6188,67.8538,85.0000,0.0000,3.4406,3.8575,4.2744,277192076.4173,-336208636.0000
2020-12-01,4.06,4.09,4.05,4.06,4.06,20000731,0.0000,1.0,3.8240,3.9332,54.4962,77.9931,61.4872,0.0126,0.0548,0.0423,14.1833,85.7220,90.0000,0.0000,3.3714,3.8240,4.2766,253499788.4173,-336208636.0000
2020-11-30,4.08,4.11,4.02,4.03,4.03,20845221,0.0000,1.0,3.7845,3.9198,53.4495,87.6825,80.8889,0.0020,0.0511,0.0491,14.7655,87.1905,95.0000,5.0000,3.2856,3.7845,4.2834,263500153.9173,-356209367.0000
2020-11-27,4.12,4.14,4.11,4.13,4.13,8288343,0.0000,1.0,3.7515,3.9082,57.6486,88.8942,91.6032,-0.0102,0.0486,0.0588,15.3783,117.1404,100.0000,0.0000,3.2350,3.7515,4.2680,279713103.5840,-335364146.0000
2020-11-25,4.09,4.14,4.08,4.13,4.13,16995786,0.0000,1.0,3.7125,3.8849,57.6486,84.3519,90.5556,-0.0249,0.0345,0.0595,15.6591,124.1481,100.0000,5.0000,3.1984,3.7125,4.2266,276950322.5840,-335364146.0000
2020-11-24,4.03,4.12,4.01,4.07,4.07,25177773,0.0000,1.0,3.7085,3.8591,55.7669,79.2297,84.5238,-0.0398,0.0161,0.0559,15.9547,111.5044,0.0000,10.0000,3.2063,3.7085,4.2107,265619798.5840,-352359932.0000
2020-11-23,3.93,3.98,3.92,3.97,3.97,32393647,0.0000,1.0,3.7170,3.8369,52.4197,77.7329,77.9762,-0.0538,-0.0016,0.0521,16.3305,71.8616,0.0000,15.0000,3.1857,3.7170,4.2483,263330910.1294,-377537705.0000
2020-11-20,3.9,3.97,3.89,3.95,3.95,29376690,0.0000,1.0,3.7300,3.8229,51.7256,81.3506,75.1892,-0.0668,-0.0140,0.0528,17.1750,58.2347,5.0000,20.0000,3.1631,3.7300,4.2969,241735145.4627,-409931352.0000
2020-11-19,3.86,3.91,3.84,3.89,3.89,30776721,0.0000,1.0,3.7475,3.8095,49.6315,85.3052,80.0332,-0.0800,-0.0276,0.0525,18.0281,34.8253,10.0000,25.0000,3.1347,3.7475,4.3603,227046800.4627,-439308042.0000
2020-11-18,3.94,3.98,3.93,3.94,3.94,28103602,0.0000,1.0,3.7665,3.8010,51.3965,86.2510,88.8295,-0.0931,-0.0383,0.0548,18.7111,45.0145,0.0000,30.0000,3.1149,3.7665,4.4181,213856777.1770,-408531321.0000
2020-11-17,3.87,3.95,3.85,3.93,3.93,27364148,0.0000,1.0,3.7835,3.7864,51.0659,84.1523,87.0530,-0.1068,-0.0566,0.0502,19.6562,29.1649,5.0000,35.0000,3.0978,3.7835,4.4692,230718938.3770,-436634923.0000
2020-11-16,3.87,3.93,3.84,3.9,3.9,37591796,0.0000,1.0,3.7970,3.7713,50.0984,81.8455,82.8704,-0.1194,-0.0781,0.0412,20.6274,19.8614,10.0000,40.0000,3.0900,3.7970,4.5040,214300449.5770,-463999071.0000
2020-11-13,3.74,3.86,3.74,3.81,3.81,46308247,0.0000,1.0,3.8110,3.7578,47.1187,79.9187,82.5337,-0.1297,-0.1014,0.0282,21.5822,-2.0273,15.0000,45.0000,3.0856,3.8110,4.5364,201769850.9104,-501590867.0000
2020-11-12,3.75,3.82,3.722,3.75,3.75,46795312,0.0000,1.0,3.8220,3.7523,45.0402,76.8193,80.1323,-0.1367,-0.1205,0.0162,22.3502,-12.1415,20.0000,50.0000,3.0903,3.8220,4.5537,194051809.7437,-547899114.0000
2020-11-11,3.68,3.78,3.66,3.75,3.75,40456023,0.0000,1.0,3.8365,3.7525,45.0402,75.5889,77.0900,-0.1408,-0.1369,0.0038,23.0210,-21.0269,25.0000,55.0000,3.0996,3.8365,4.5734,214106943.4580,-547899114.0000
2020-11-10,3.74,3.755,3.67,3.67,3.67,37387851,0.0000,1.0,3.8530,3.7528,42.3117,75.5558,73.2357,-0.1417,-0.1560,-0.0142,23.5900,-30.1287,30.0000,60.0000,3.1099,3.8530,4.5961,193878931.9580,-588355137.0000
2020-11-09,3.78,3.79,3.62,3.65,3.65,49820925,0.0000,1.0,3.8715,3.7615,41.6234,70.6006,76.4411,-0.1382,-0.1698,-0.0316,24.1044,-35.8909,35.0000,65.0000,3.1291,3.8715,4.6139,231266782.9580,-625742988.0000
2020-11-06,3.51,3.55,3.46,3.52,3.52,29258041,0.0000,1.0,3.8905,3.7732,36.9805,56.1357,76.9906,-0.1303,-0.1830,-0.0527,24.6458,-74.8614,40.0000,70.0000,3.1523,3.8905,4.6287,263503852.0756,-675563913.0000
2020-11-05,3.51,3.61,3.5,3.54,3.54,43167613,0.0000,1.0,3.9160,3.7999,37.4154,34.9841,58.3701,-0.1171,-0.1840,-0.0669,24.3675,-77.2981,45.0000,75.0000,3.1957,3.9160,4.6363,253751171.7423,-646305872.0000
2020-11-04,3.41,3.47,3.362,3.4,3.4,38149457,0.0000,1.0,3.9365,3.8272,32.1053,19.1807,33.0463,-0.1004,-0.1845,-0.0841,24.1591,-121.0784,50.0000,80.0000,3.2372,3.9365,4.6358,265524157.1059,-689473485.0000
2020-11-03,3.31,3.47,3.3,3.39,3.39,52419275,0.0000,1.0,3.9615,3.8722,31.7121,12.9877,13.5358,-0.0794,-0.1683,-0.0889,23.3821,-149.8531,55.0000,85.0000,3.3063,3.9615,4.6167,276827699.9207,-727622942.0000
2020-11-02,3.38,3.38,3.23,3.27,3.27,41682324,0.0000,1.0,3.9875,3.9229,26.8855,15.8487,10.9601,-0.0571,-0.1441,-0.0870,22.5643,-212.7948,60.0000,90.0000,3.3860,3.9875,4.5890,273744213.1560,-780042217.0000
2020-10-30,3.38,3.39,3.32,3.37,3.37,65899431,0.0000,1.0,4.0205,3.9917,28.4790,22.0757,14.4673,-0.0354,-0.0989,-0.0636,21.3356,-253.3199,65.0000,95.0000,3.5154,4.0205,4.5256,293195964.3560,-738359893.0000
2020-10-29,3.44,3.45,3.21,3.35,3.35,149132957,0.0000,1.0,4.0430,4.0571,27.6644,34.4324,22.1188,-0.0195,-0.0500,-0.0305,20.1851,-326.2247,70.0000,100.0000,3.6229,4.0430,4.4631,264953351.0703,-804259324.0000
2020-10-28,4.05,4.09,4.0,4.05,4.05,47238647,0.0000,1.0,4.0690,4.1315,44.5281,48.7525,29.6410,-0.0118,0.0152,0.0270,18.9741,-12.4654,75.0000,10.0000,3.7797,4.0690,4.3583,240097858.2370,-655126367.0000
2020-10-27,4.21,4.28,4.21,4.24,4.24,24062183,0.0000,1.0,4.0620,4.1401,52.8325,65.9283,51.5374,-0.0186,0.0269,0.0455,19.6726,96.0000,80.0000,15.0000,3.7645,4.0620,4.3595,234849119.6814,-607887720.0000
2020-10-26,4.3,4.31,4.18,4.23,4.23,34590512,0.0000,1.0,4.0475,4.1296,52.3886,74.9110,65.0791,-0.0300,0.0221,0.0521,20.0155,107.9266,85.0000,20.0000,3.7580,4.0475,4.3370,238286574.3957,-631949903.0000
2020-10-23,4.25,4.31,4.22,4.3,4.3,15898786,0.0000,1.0,4.0310,4.1190,55.8868,79.6318,81.1683,-0.0430,0.0167,0.0597,20.3764,144.5759,90.0000,0.0000,3.7474,4.0310,4.3146,246269000.2419,-597359391.0000
2020-10-22,4.3,4.3,4.19,4.27,4.27,33773224,0.0000,1.0,4.0050,4.1000,54.6540,74.5938,78.4857,-0.0579,0.0024,0.0603,20.5442,146.1728,95.0000,5.0000,3.7296,4.0050,4.2804,233903277.7974,-613258177.0000
2020-10-21,4.27,4.34,4.22,4.28,4.28,43146649,0.0000,1.0,3.9835,4.0821,55.1420,66.9127,79.2414,-0.0730,-0.0128,0.0602,20.7581,184.3082,100.0000,10.0000,3.7277,3.9835,4.2393,218551812.3429,-579484953.0000
2020-10-20,4.28,4.28,4.17,4.2,4.2,39536930,0.0000,1.0,3.9635,4.0613,51.8764,58.8436,66.0542,-0.0880,-0.0330,0.0550,20.8304,179.9133,100.0000,15.0000,3.7436,3.9635,4.1834,218551812.3429,-622631602.0000
2020-10-19,4.13,4.23,4.12,4.18,4.18,36642481,0.0000,1.0,3.9525,4.0467,51.0297,57.6887,55.4425,-0.1018,-0.0502,0.0516,21.1174,189.8247,100.0000,20.0000,3.7608,3.9525,4.1442,236523144.1611,-662168532.0000
2020-10-16,4.04,4.07,4.02,4.03,4.03,13354960,0.0000,1.0,3.9415,4.0326,44.0111,62.4075,55.0341,-0.1147,-0.0694,0.0453,21.6019,99.2691,0.0000,25.0000,3.7805,3.9415,4.1025,233192009.5247,-698811013.0000
2020-10-15,3.985,4.04,3.975,4.04,4.04,15456560,0.0000,1.0,3.9445,4.0329,44.4143,65.4620,62.5896,-0.1260,-0.0775,0.0485,22.7067,71.1620,0.0000,30.0000,3.7750,3.9445,4.1140,241204985.5247,-685456053.0000
2020-10-14,4.05,4.1,4.03,4.08,4.08,20988920,0.0000,1.0,3.9495,4.0321,46.0161,66.9239,69.5988,-0.1382,-0.0879,0.0503,23.7320,106.9885,0.0000,35.0000,3.7639,3.9495,4.1351,225748425.5247,-669999493.0000
