,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2021-02-16,4.17,4.2,4.1,4.13,4.13,42745525,0.0000,1.0,4.4930,4.3341,48.0539,25.4762,18.6001,0.0645,-0.0825,-0.0180,40.2031,-64.9194,35.0000,5.0000,3.4189,5.5671,4.4930,-1146676319.2844,-533412355.0000
2021-02-12,4.11,4.215,4.07,4.17,4.17,50557353,0.0000,1.0,4.4905,4.3555,48.5391,20.5487,13.3665,0.0851,-0.0869,-0.0018,39.3802,-62.7689,40.0000,10.0000,3.4128,5.5682,4.4905,-1129578109.2844,-490666830.0000
2021-02-11,4.16,4.17,4.07,4.1,4.1,63166137,0.0000,1.0,4.4865,4.3751,47.6604,9.7754,8.3658,0.1069,-0.0919,0.0150,38.5139,-68.7126,45.0000,0.0000,3.4035,5.5695,4.4865,-1148755036.2844,-541224183.0000
2021-02-10,4.21,4.22,4.1,4.17,4.17,78019252,0.0000,1.0,4.4805,4.4040,48.4463,9.7754,7.4246,0.1298,-0.0866,0.0433,37.6267,-58.5433,50.0000,5.0000,3.3877,5.5733,4.4805,-1123488581.4844,-478058046.0000
2021-02-09,4.26,4.27,4.17,4.19,4.19,82326008,0.0000,1.0,4.4725,4.4287,48.6641,5.5468,8.2427,0.1515,-0.0798,0.0716,36.6374,-48.9440,55.0000,0.0000,3.3684,5.5766,4.4725,-1136491790.1511,-400038794.0000
2021-02-08,4.28,4.35,4.21,4.26,4.26,79270419,0.0000,1.0,4.4565,4.4538,49.4026,6.9515,10.4570,0.1714,-0.0667,0.1047,35.4704,-35.4333,60.0000,5.0000,3.3275,5.5855,4.4565,-1087096185.3511,-317712786.0000
2021-02-05,4.33,4.33,4.2,4.22,4.22,107577201,0.0000,1.0,4.4400,4.4742,48.9823,12.2297,12.1181,0.1881,-0.0498,0.1383,34.1722,-35.2675,65.0000,10.0000,3.2906,5.5894,4.4400,-1064447494.2082,-396983205.0000
2021-02-04,4.49,4.56,4.3,4.37,4.37,151036423,0.0000,1.0,4.4285,4.5009,50.4759,12.1897,9.1334,0.2006,-0.0173,0.1832,32.8140,-9.7774,70.0000,15.0000,3.2660,5.5910,4.4285,-989970970.4390,-289406004.0000
2021-02-03,4.63,4.7592,4.52,4.7,4.7,95964261,0.0000,1.0,4.4120,4.5147,53.9118,11.9349,6.9755,0.2049,0.0178,0.2226,31.2220,27.7158,75.0000,20.0000,3.2373,5.5867,4.4120,-920261852.1313,-138369581.0000
2021-02-02,4.74,4.76,4.4,4.53,4.53,162382927,0.0000,1.0,4.3790,4.4952,52.3236,3.2754,8.8817,0.2004,0.0357,0.2361,29.1858,18.6961,80.0000,25.0000,3.2014,5.5566,4.3790,-968725408.6899,-234333842.0000
2021-02-01,4.97,4.99,4.66,4.89,4.89,194969225,0.0000,1.0,4.3470,4.4915,56.2212,5.7163,19.4123,0.1915,0.0756,0.2672,27.0425,61.5671,85.0000,30.0000,3.1529,5.5411,4.3470,-923619040.0787,-71950915.0000
2021-01-29,5.13,5.22,4.53,4.56,4.56,362323313,0.0000,1.0,4.2980,4.4496,53.1843,17.6532,38.3079,0.1726,0.0937,0.2663,24.3671,60.1979,90.0000,35.0000,3.1167,5.4793,4.2980,-1000425098.4121,-266920140.0000
2021-01-28,5.18,5.53,4.59,4.69,4.69,675220890,0.0000,1.0,4.2645,4.4380,54.6018,34.8673,57.9296,0.1492,0.1457,0.2949,21.5508,95.2079,95.0000,40.0000,3.0769,5.4521,4.2645,-669608160.4556,95403173.0000
2021-01-27,4.99,9.79,4.87,6.55,6.55,1144058557,0.0000,1.0,4.2265,4.4114,85.6191,62.4032,75.6078,0.1128,0.2011,0.3138,18.4940,476.3130,100.0000,45.0000,3.0471,5.4059,4.2265,-138051289.6045,770624063.0000
2021-01-26,5.08,5.27,4.61,4.73,4.73,379387253,0.0000,1.0,4.0940,4.1863,69.5284,76.5182,83.3243,0.0625,0.0816,0.1441,14.8442,287.7831,100.0000,50.0000,3.5819,4.6061,4.0940,224698984.5662,-373434494.0000
2021-01-25,4.54,4.918,4.53,4.85,4.85,296379275,0.0000,1.0,4.0520,4.1291,74.7685,87.9020,84.0808,0.0421,0.0685,0.1107,12.5032,355.2186,100.0000,55.0000,3.6247,4.4793,4.0520,466127236.4753,5952759.0000
2021-01-22,4.19,4.22,4.14,4.2,4.2,29126724,0.0000,1.0,4.0035,4.0532,58.7840,85.5526,78.0606,0.0250,0.0292,0.0542,10.4885,127.9343,75.0000,60.0000,3.7760,4.2310,4.0035,273633480.5475,-290426516.0000
2021-01-21,4.18,4.23,4.16,4.22,4.22,22054873,0.0000,1.0,3.9875,4.0378,59.8931,78.7879,70.2247,0.0177,0.0297,0.0474,10.0630,161.7536,80.0000,65.0000,3.7728,4.2022,3.9875,259070118.5475,-261299792.0000
2021-01-20,4.15,4.23,4.15,4.2,4.2,43924067,0.0000,1.0,3.9715,4.0186,59.1611,69.8413,65.7874,0.0103,0.0259,0.0361,9.5019,184.8535,85.0000,70.0000,3.7824,4.1606,3.9715,243316637.8332,-283354665.0000
2021-01-19,4.07,4.19,4.03,4.13,4.13,40539361,0.0000,1.0,3.9615,3.9995,56.5227,62.0448,65.4110,0.0038,0.0194,0.0232,8.9113,148.1690,90.0000,75.0000,3.8031,4.1199,3.9615,232335621.0832,-327278732.0000
2021-01-15,4.09,4.14,4.04,4.08,4.08,36639348,0.0000,1.0,3.9580,3.9858,54.5292,65.4762,62.4644,-0.0011,0.0146,0.0135,8.4308,128.5771,95.0000,80.0000,3.8120,4.1040,3.9580,222200780.8332,-367818093.0000
2021-01-14,4.12,4.25,4.07,4.09,4.09,93198577,0.0000,1.0,3.9535,3.9758,55.0084,68.7118,53.7444,-0.0047,0.0107,0.0060,8.1056,200.3524,100.0000,85.0000,3.8177,4.0893,3.9535,229528650.4332,-331178745.0000
2021-01-13,3.91,3.98,3.91,3.98,3.98,33763393,0.0000,1.0,3.9540,3.9638,50.4588,53.2051,42.7350,-0.0074,0.0027,-0.0047,7.6158,2.7302,5.0000,90.0000,3.8161,4.0919,3.9540,302016432.5443,-424377322.0000
2021-01-12,3.94,4.02,3.93,4.01,4.01,25996099,0.0000,1.0,3.9550,3.9621,51.8164,39.3162,43.9815,-0.0081,0.0010,-0.0070,7.7841,32.5234,10.0000,95.0000,3.8161,4.0939,3.9550,268253039.5443,-390613929.0000
2021-01-11,3.84,3.94,3.83,3.87,3.87,37059417,0.0000,1.0,3.9575,3.9571,45.2909,35.6838,56.2068,-0.0083,-0.0047,-0.0130,8.0567,-84.3237,0.0000,100.0000,3.8130,4.1020,3.9575,248033851.4332,-416610028.0000
2021-01-08,3.94,3.96,3.9,3.93,3.93,23978662,0.0000,1.0,3.9740,3.9663,47.9339,56.9444,66.3360,-0.0072,0.0010,-0.0062,7.9244,-43.0596,0.0000,40.0000,3.8007,4.1473,3.9740,258140965.1605,-379550611.0000
2021-01-07,4.01,4.03,3.97,3.99,3.99,25317959,0.0000,1.0,3.9870,3.9701,50.7473,75.9921,64.6224,-0.0074,0.0040,-0.0034,8.1098,5.6170,5.0000,45.0000,3.7913,4.1827,3.9870,258140965.1605,-355571949.0000
2021-01-06,4.01,4.09,4.01,4.04,4.04,37467360,0.0000,1.0,3.9985,3.9680,53.2202,66.0714,49.9255,-0.0084,0.0023,-0.0061,8.4156,36.0807,10.0000,50.0000,3.7780,4.2190,3.9985,266580284.8272,-330253990.0000
2021-01-05,3.99,4.06,3.95,4.04,4.04,38446227,0.0000,1.0,3.9995,3.9604,53.2202,51.8038,42.5038,-0.0090,-0.0054,-0.0144,8.5245,12.4647,15.0000,55.0000,3.7781,4.2209,3.9995,275947124.8272,-330253990.0000
2021-01-04,3.99,3.99,3.85,3.89,3.89,30281398,0.0000,1.0,3.9990,3.9520,46.1102,31.9014,42.8682,-0.0076,-0.0172,-0.0248,8.7821,-68.1479,20.0000,60.0000,3.7779,4.2201,3.9990,251481344.0090,-368700217.0000
2020-12-31,3.88,3.93,3.87,3.91,3.91,17088862,0.0000,1.0,4.0055,3.9585,47.0154,43.8062,49.3465,-0.0033,-0.0191,-0.0225,9.0868,-81.0440,25.0000,65.0000,3.7900,4.2210,4.0055,264459086.0090,-338418819.0000
2020-12-30,3.94,3.96,3.88,3.89,3.89,17464606,0.0000,1.0,4.0130,3.9637,46.0085,52.8971,46.8374,0.0014,-0.0226,-0.0212,9.0863,-86.0909,30.0000,70.0000,3.8010,4.2250,4.0130,258762798.6756,-355507681.0000
2020-12-29,3.95,3.98,3.93,3.93,3.93,19875440,0.0000,1.0,4.0215,3.9714,47.7319,51.3363,36.3510,0.0071,-0.0243,-0.0172,9.1311,-64.5861,35.0000,75.0000,3.8163,4.2267,4.0215,271861253.1756,-338043075.0000
2020-12-28,3.9,3.94,3.89,3.9,3.9,18618758,0.0000,1.0,4.0265,3.9758,46.2987,36.2788,26.1682,0.0132,-0.0292,-0.0160,9.4059,-104.9486,40.0000,80.0000,3.8257,4.2273,4.0265,291736693.1756,-357918515.0000
2020-12-24,3.9,3.92,3.89,3.89,3.89,7298750,0.0000,1.0,4.0380,3.9837,45.8283,21.4378,20.4683,0.0205,-0.0316,-0.0111,9.4920,-126.6061,45.0000,85.0000,3.8412,4.2348,4.0380,302907947.9756,-376537273.0000
2020-12-23,3.85,3.92,3.85,3.88,3.88,27033451,0.0000,1.0,4.0500,3.9936,45.3737,20.7881,23.9408,0.0284,-0.0321,-0.0037,9.4807,-160.8397,50.0000,90.0000,3.8616,4.2384,4.0500,310206697.9756,-383836023.0000
2020-12-22,3.87,3.9,3.84,3.88,3.88,25180444,0.0000,1.0,4.0595,4.0056,45.3737,19.1789,25.4109,0.0364,-0.0296,0.0068,9.4689,-205.0754,55.0000,95.0000,3.8880,4.2310,4.0595,314068619.5471,-383836023.0000
2020-12-21,3.87,3.9188,3.83,3.9,3.9,26116616,0.0000,1.0,4.0640,4.0188,46.0715,31.8555,30.2746,0.0438,-0.0236,0.0201,9.3613,-212.6305,60.0000,100.0000,3.9075,4.2205,4.0640,305675138.2137,-358655579.0000
2020-12-18,4.04,4.06,3.98,4.0,4.0,20259706,0.0000,1.0,4.0665,4.0313,49.7022,25.1984,25.3042,0.0497,-0.0149,0.0348,9.2480,-62.5584,65.0000,0.0000,3.9192,4.2138,4.0665,290616909.1687,-332538963.0000
2020-12-17,4.09,4.0916,4.02,4.06,4.06,26082195,0.0000,1.0,4.0610,4.0346,52.0398,33.7698,24.4709,0.0534,-0.0105,0.0429,9.7133,0.5690,70.0000,5.0000,3.8969,4.2251,4.0610,300746762.1687,-312279257.0000
2020-12-16,4.01,4.03,3.98,3.99,3.99,19877690,0.0000,1.0,4.0550,4.0319,49.4023,16.9444,24.3820,0.0561,-0.0096,0.0464,10.0739,-53.0303,75.0000,10.0000,3.8827,4.2273,4.0550,297686839.8503,-338361452.0000
2020-12-15,4.06,4.12,4.03,4.1,4.1,18757009,0.0000,1.0,4.0520,4.0363,53.8209,22.6984,36.8236,0.0585,-0.0011,0.0574,10.4967,35.0204,80.0000,15.0000,3.8733,4.2307,4.0520,309613453.8503,-318483762.0000
2020-12-14,4.05,4.07,3.98,4.0,4.0,21093175,0.0000,1.0,4.0420,4.0296,49.9552,33.5030,55.6500,0.0587,0.0006,0.0593,10.9478,-18.1015,85.0000,0.0000,3.8530,4.2310,4.0420,299192893.2947,-337240771.0000
2020-12-11,4.07,4.1,4.0,4.06,4.06,34215647,0.0000,1.0,4.0325,4.0327,52.4582,54.2693,70.5212,0.0586,0.0126,0.0712,11.4189,20.5935,90.0000,0.0000,3.8186,4.2464,4.0325,310911323.8503,-316147596.0000
2020-12-10,4.13,4.22,4.12,4.2,4.2,27951048,0.0000,1.0,4.0170,4.0299,59.0126,79.1777,75.5694,0.0554,0.0237,0.0791,11.9945,111.3542,95.0000,0.0000,3.7708,4.2632,4.0170,304068194.4503,-281931949.0000
2020-12-09,4.24,4.28,4.18,4.19,4.19,31808830,0.0000,1.0,3.9945,4.0119,58.6621,78.1167,64.8991,0.0495,0.0243,0.0738,12.1458,139.5425,100.0000,5.0000,3.7373,4.2517,3.9945,287297565.6503,-309882997.0000
2020-12-08,4.1,4.23,4.1,4.22,4.22,35820041,0.0000,1.0,3.9685,3.9932,60.1274,69.4139,52.7724,0.0435,0.0236,0.0671,12.0294,131.1154,100.0000,0.0000,3.6913,4.2457,3.9685,312744629.6503,-278074167.0000
2020-12-07,4.04,4.1,4.03,4.06,4.06,21546521,0.0000,1.0,3.9400,3.9693,54.3500,47.1666,43.0582,0.0376,0.0169,0.0544,12.0849,72.1998,70.0000,0.0000,3.6550,4.2250,3.9400,282435364.1887,-313894208.0000
2020-12-04,4.02,4.03,3.99,4.03,4.03,19651545,0.0000,1.0,3.9130,3.9598,53.1406,41.7367,43.0475,0.0333,0.0204,0.0537,12.6503,52.9983,75.0000,5.0000,3.5802,4.2458,3.9130,285513438.6173,-335440729.0000
2020-12-03,4.03,4.06,4.01,4.02,4.02,18883638,0.0000,1.0,3.8885,3.9524,52.7441,40.2715,49.6310,0.0282,0.0269,0.0551,13.0826,64.0644,80.0000,0.0000,3.5232,4.2538,3.8885,265861893.6173,-355092274.0000
2020-12-02,3.99,4.06,3.97,4.06,4.06,23692288,0.0000,1.0,3.8575,3.9453,54.4962,47.1342,63.1701,0.0215,0.0357,0.0572,13.6188,67.8538,85.0000,0.0000,3.4406,4.2744,3.8575,277192076.4173,-336208636.0000
2020-12-01,4.06,4.09,4.05,4.06,4.06,20000731,0.0000,1.0,3.8240,3.9332,54.4962,61.4872,77.9931,0.0126,0.0423,0.0548,14.1833,85.7220,90.0000,0.0000,3.3714,4.2766,3.8240,253499788.4173,-336208636.0000
2020-11-30,4.08,4.11,4.02,4.03,4.03,20845221,0.0000,1.0,3.7845,3.9198,53.4495,80.8889,87.6825,0.0020,0.0491,0.0511,14.7655,87.1905,95.0000,5.0000,3.2856,4.2834,3.7845,263500153.9173,-356209367.0000
2020-11-27,4.12,4.14,4.11,4.13,4.13,8288343,0.0000,1.0,3.7515,3.9082,57.6486,91.6032,88.8942,-0.0102,0.0588,0.0486,15.3783,117.1404,100.0000,0.0000,3.2350,4.2680,3.7515,279713103.5840,-335364146.0000
2020-11-25,4.09,4.14,4.08,4.13,4.13,16995786,0.0000,1.0,3.7125,3.8849,57.6486,90.5556,84.3519,-0.0249,0.0595,0.0345,15.6591,124.1481,100.0000,5.0000,3.1984,4.2266,3.7125,276950322.5840,-335364146.0000
2020-11-24,4.03,4.12,4.01,4.07,4.07,25177773,0.0000,1.0,3.7085,3.8591,55.7669,84.5238,79.2297,-0.0398,0.0559,0.0161,15.9547,111.5044,0.0000,10.0000,3.2063,4.2107,3.7085,265619798.5840,-352359932.0000
2020-11-23,3.93,3.98,3.92,3.97,3.97,32393647,0.0000,1.0,3.7170,3.8369,52.4197,77.9762,77.7329,-0.0538,0.0521,-0.0016,16.3305,71.8616,0.0000,15.0000,3.1857,4.2483,3.7170,263330910.1294,-377537705.0000
2020-11-20,3.9,3.97,3.89,3.95,3.95,29376690,0.0000,1.0,3.7300,3.8229,51.7256,75.1892,81.3506,-0.0668,0.0528,-0.0140,17.1750,58.2347,5.0000,20.0000,3.1631,4.2969,3.7300,241735145.4627,-409931352.0000
2020-11-19,3.86,3.91,3.84,3.89,3.89,30776721,0.0000,1.0,3.7475,3.8095,49.6315,80.0332,85.3052,-0.0800,0.0525,-0.0276,18.0281,34.8253,10.0000,25.0000,3.1347,4.3603,3.7475,227046800.4627,-439308042.0000
2020-11-18,3.94,3.98,3.93,3.94,3.94,28103602,0.0000,1.0,3.7665,3.8010,51.3965,88.8295,86.2510,-0.0931,0.0548,-0.0383,18.7111,45.0145,0.0000,30.0000,3.1149,4.4181,3.7665,213856777.1770,-408531321.0000
2020-11-17,3.87,3.95,3.85,3.93,3.93,27364148,0.0000,1.0,3.7835,3.7864,51.0659,87.0530,84.1523,-0.1068,0.0502,-0.0566,19.6562,29.1649,5.0000,35.0000,3.0978,4.4692,3.7835,230718938.3770,-436634923.0000
2020-11-16,3.87,3.93,3.84,3.9,3.9,37591796,0.0000,1.0,3.7970,3.7713,50.0984,82.8704,81.8455,-0.1194,0.0412,-0.0781,20.6274,19.8614,10.0000,40.0000,3.0900,4.5040,3.7970,214300449.5770,-463999071.0000
2020-11-13,3.74,3.86,3.74,3.81,3.81,46308247,0.0000,1.0,3.8110,3.7578,47.1187,82.5337,79.9187,-0.1297,0.0282,-0.1014,21.5822,-2.0273,15.0000,45.0000,3.0856,4.5364,3.8110,201769850.9104,-501590867.0000
2020-11-12,3.75,3.82,3.722,3.75,3.75,46795312,0.0000,1.0,3.8220,3.7523,45.0402,80.1323,76.8193,-0.1367,0.0162,-0.1205,22.3502,-12.1415,20.0000,50.0000,3.0903,4.5537,3.8220,194051809.7437,-547899114.0000
2020-11-11,3.68,3.78,3.66,3.75,3.75,40456023,0.0000,1.0,3.8365,3.7525,45.0402,77.0900,75.5889,-0.1408,0.0038,-0.1369,23.0210,-21.0269,25.0000,55.0000,3.0996,4.5734,3.8365,214106943.4580,-547899114.0000
2020-11-10,3.74,3.755,3.67,3.67,3.67,37387851,0.0000,1.0,3.8530,3.7528,42.3117,73.2357,75.5558,-0.1417,-0.0142,-0.1560,23.5900,-30.1287,30.0000,60.0000,3.1099,4.5961,3.8530,193878931.9580,-588355137.0000
2020-11-09,3.78,3.79,3.62,3.65,3.65,49820925,0.0000,1.0,3.8715,3.7615,41.6234,76.4411,70.6006,-0.1382,-0.0316,-0.1698,24.1044,-35.8909,35.0000,65.0000,3.1291,4.6139,3.8715,231266782.9580,-625742988.0000
2020-11-06,3.51,3.55,3.46,3.52,3.52,29258041,0.0000,1.0,3.8905,3.7732,36.9805,76.9906,56.1357,-0.1303,-0.0527,-0.1830,24.6458,-74.8614,40.0000,70.0000,3.1523,4.6287,3.8905,263503852.0756,-675563913.0000
2020-11-05,3.51,3.61,3.5,3.54,3.54,43167613,0.0000,1.0,3.9160,3.7999,37.4154,58.3701,34.9841,-0.1171,-0.0669,-0.1840,24.3675,-77.2981,45.0000,75.0000,3.1957,4.6363,3.9160,253751171.7423,-646305872.0000
2020-11-04,3.41,3.47,3.362,3.4,3.4,38149457,0.0000,1.0,3.9365,3.8272,32.1053,33.0463,19.1807,-0.1004,-0.0841,-0.1845,24.1591,-121.0784,50.0000,80.0000,3.2372,4.6358,3.9365,265524157.1059,-689473485.0000
2020-11-03,3.31,3.47,3.3,3.39,3.39,52419275,0.0000,1.0,3.9615,3.8722,31.7121,13.5358,12.9877,-0.0794,-0.0889,-0.1683,23.3821,-149.8531,55.0000,85.0000,3.3063,4.6167,3.9615,276827699.9207,-727622942.0000
2020-11-02,3.38,3.38,3.23,3.27,3.27,41682324,0.0000,1.0,3.9875,3.9229,26.8855,10.9601,15.8487,-0.0571,-0.0870,-0.1441,22.5643,-212.7948,60.0000,90.0000,3.3860,4.5890,3.9875,273744213.1560,-780042217.0000
2020-10-30,3.38,3.39,3.32,3.37,3.37,65899431,0.0000,1.0,4.0205,3.9917,28.4790,14.4673,22.0757,-0.0354,-0.0636,-0.0989,21.3356,-253.3199,65.0000,95.0000,3.5154,4.5256,4.0205,293195964.3560,-738359893.0000
2020-10-29,3.44,3.45,3.21,3.35,3.35,149132957,0.0000,1.0,4.0430,4.0571,27.6644,22.1188,34.4324,-0.0195,-0.0305,-0.0500,20.1851,-326.2247,70.0000,100.0000,3.6229,4.4631,4.0430,264953351.0703,-804259324.0000
2020-10-28,4.05,4.09,4.0,4.05,4.05,47238647,0.0000,1.0,4.0690,4.1315,44.5281,29.6410,48.7525,-0.0118,0.0270,0.0152,18.9741,-12.4654,75.0000,10.0000,3.7797,4.3583,4.0690,240097858.2370,-655126367.0000
2020-10-27,4.21,4.28,4.21,4.24,4.24,24062183,0.0000,1.0,4.0620,4.1401,52.8325,51.5374,65.9283,-0.0186,0.0455,0.0269,19.6726,96.0000,80.0000,15.0000,3.7645,4.3595,4.0620,234849119.6814,-607887720.0000
2020-10-26,4.3,4.31,4.18,4.23,4.23,34590512,0.0000,1.0,4.0475,4.1296,52.3886,65.0791,74.9110,-0.0300,0.0521,0.0221,20.0155,107.9266,85.0000,20.0000,3.7580,4.3370,4.0475,238286574.3957,-631949903.0000
2020-10-23,4.25,4.31,4.22,4.3,4.3,15898786,0.0000,1.0,4.0310,4.1190,55.8868,81.1683,79.6318,-0.0430,0.0597,0.0167,20.3764,144.5759,90.0000,0.0000,3.7474,4.3146,4.0310,246269000.2419,-597359391.0000
2020-10-22,4.3,4.3,4.19,4.27,4.27,33773224,0.0000,1.0,4.0050,4.1000,54.6540,78.4857,74.5938,-0.0579,0.0603,0.0024,20.5442,146.1728,95.0000,5.0000,3.7296,4.2804,4.0050,233903277.7974,-613258177.0000
2020-10-21,4.27,4.34,4.22,4.28,4.28,43146649,0.0000,1.0,3.9835,4.0821,55.1420,79.2414,66.9127,-0.0730,0.0602,-0.0128,20.7581,184.3082,100.0000,10.0000,3.7277,4.2393,3.9835,218551812.3429,-579484953.0000
2020-10-20,4.28,4.28,4.17,4.2,4.2,39536930,0.0000,1.0,3.9635,4.0613,51.8764,66.0542,58.8436,-0.0880,0.0550,-0.0330,20.8304,179.9133,100.0000,15.0000,3.7436,4.1834,3.9635,218551812.3429,-622631602.0000
2020-10-19,4.13,4.23,4.12,4.18,4.18,36642481,0.0000,1.0,3.9525,4.0467,51.0297,55.4425,57.6887,-0.1018,0.0516,-0.0502,21.1174,189.8247,100.0000,20.0000,3.7608,4.1442,3.9525,236523144.1611,-662168532.0000
2020-10-16,4.04,4.07,4.02,4.03,4.03,13354960,0.0000,1.0,3.9415,4.0326,44.0111,55.0341,62.4075,-0.1147,0.0453,-0.0694,21.6019,99.2691,0.0000,25.0000,3.7805,4.1025,3.9415,233192009.5247,-698811013.0000
2020-10-15,3.985,4.04,3.975,4.04,4.04,15456560,0.0000,1.0,3.9445,4.0329,44.4143,62.5896,65.4620,-0.1260,0.0485,-0.0775,22.7067,71.1620,0.0000,30.0000,3.7750,4.1140,3.9445,241204985.5247,-685456053.0000
2020-10-14,4.05,4.1,4.03,4.08,4.08,20988920,0.0000,1.0,3.9495,4.0321,46.0161,69.5988,66.9239,-0.1382,0.0503,-0.0879,23.7320,106.9885,0.0000,35.0000,3.7639,4.1351,3.9495,225748425.5247,-669999493.0000
2020-10-13,4.07,4.08,4.01,4.04,4.04,19771400,0.0000,1.0,3.9520,4.0271,44.1009,64.1975,64.6091,-0.1507,0.0469,-0.1039,24.9094,75.7512,0.0000,40.0000,3.7582,4.1458,3.9520,216753174.0961,-690988413.0000
2020-10-12,4.05,4.06,4.01,4.03,4.03,18341227,0.0000,1.0,3.9580,4.0257,43.6259,66.9753,63.2099,-0.1624,0.0437,-0.1187,26.2057,56.7896,5.0000,45.0000,3.7470,4.1690,3.9580,219577659.8104,-710759813.0000
2020-10-09,4.07,4.13,4.02,4.03,4.03,35552878,0.0000,1.0,3.9610,4.0253,43.6259,62.6543,58.5700,-0.1734,0.0385,-0.1349,27.4854,70.9480,10.0000,50.0000,3.7444,4.1776,3.9610,223245905.2104,-710759813.0000
2020-10-08,3.9,3.98,3.89,3.95,3.95,19386159,0.0000,1.0,3.9645,4.0248,39.9413,60.0000,50.7407,-0.1830,0.0294,-0.1536,28.8722,-18.1527,15.0000,55.0000,3.7414,4.1876,3.9645,252334623.5741,-746312691.0000
2020-10-07,3.9,3.92,3.86,3.9,3.9,15216504,0.0000,1.0,3.9720,4.0327,37.5165,53.0556,42.8935,-0.1903,0.0233,-0.1671,29.6767,-53.0359,0.0000,60.0000,3.7414,4.2026,3.9720,245872570.5741,-765698850.0000
2020-10-06,3.98,4.0,3.87,3.91,3.91,23824323,0.0000,1.0,3.9840,4.0466,37.8065,39.1667,37.9398,-0.1962,0.0194,-0.1768,30.2303,-37.1880,0.0000,65.0000,3.7448,4.2232,3.9840,240800402.5741,-750482346.0000
2020-10-05,3.95,3.96,3.88,3.93,3.93,15811376,0.0000,1.0,3.9935,4.0610,38.3701,36.4583,44.6759,-0.2010,0.0134,-0.1876,30.8463,-43.5290,0.0000,70.0000,3.7517,4.2353,3.9935,249963603.7279,-726658023.0000
2020-10-02,3.8,3.86,3.8,3.82,3.82,19307665,0.0000,1.0,4.0210,4.0748,33.1644,38.1944,54.5139,-0.2044,0.0037,-0.2007,31.3035,-98.0151,0.0000,75.0000,3.7017,4.3403,4.0210,246010759.7279,-742469399.0000
2020-10-01,3.91,3.915,3.84,3.87,3.87,17027990,0.0000,1.0,4.0565,4.1016,34.4198,59.3750,59.6451,-0.2053,0.0020,-0.2033,31.2796,-84.1662,0.0000,80.0000,3.6815,4.4315,4.0565,252446648.0612,-723161734.0000
2020-09-30,3.945,3.98,3.9,3.91,3.91,24780794,0.0000,1.0,4.1020,4.1260,35.4394,65.9722,50.7250,-0.2058,-0.0030,-0.2088,31.3650,-70.3696,0.0000,85.0000,3.6223,4.5817,4.1020,255852246.0612,-706133744.0000
2020-09-29,3.96,4.04,3.93,3.95,3.95,25068342,0.0000,1.0,4.1430,4.1488,36.4656,53.5880,32.5952,-0.2050,-0.0118,-0.2168,31.6247,-59.1285,0.0000,90.0000,3.6000,4.6860,4.1430,274437841.5612,-681352950.0000
2020-09-28,3.85,3.94,3.83,3.9,3.9,28025479,0.0000,1.0,4.1905,4.1697,34.2031,32.6147,19.8281,-0.2021,-0.0258,-0.2280,31.9843,-82.3728,0.0000,95.0000,3.5636,4.8174,4.1905,290390422.8340,-706421292.0000
2020-09-25,3.775,3.79,3.72,3.78,3.78,32637615,0.0000,1.0,4.2440,4.1981,28.3891,11.5830,15.8348,-0.1956,-0.0381,-0.2338,31.8645,-110.8326,0.0000,100.0000,3.5467,4.9413,4.2440,282747110.3794,-734446771.0000
2020-09-24,3.85,3.88,3.81,3.84,3.84,19266868,0.0000,1.0,4.3055,4.2421,29.6329,15.2867,21.9276,-0.1861,-0.0395,-0.2256,30.8820,-96.1864,0.0000,100.0000,3.5670,5.0440,4.3055,259434528.2366,-701809156.0000
2020-09-23,3.97,3.98,3.87,3.88,3.88,19322558,0.0000,1.0,4.3660,4.2844,30.4786,20.6349,29.4312,-0.1762,-0.0418,-0.2180,30.0410,-87.9832,0.0000,100.0000,3.5925,5.1395,4.3660,262186937.9508,-682542288.0000
2020-09-22,3.96,3.99,3.9,3.98,3.98,15175316,0.0000,1.0,4.4240,4.3270,32.6946,29.8611,37.9299,-0.1658,-0.0434,-0.2092,29.2936,-85.9466,5.0000,95.0000,3.6313,5.2167,4.4240,277996303.5872,-663219730.0000
2020-09-21,3.95,3.97,3.88,3.96,3.96,29189482,0.0000,1.0,4.4765,4.3635,31.7518,37.7976,46.8254,-0.1549,-0.0502,-0.2051,28.5774,-97.0689,10.0000,100.0000,3.6694,5.2836,4.4765,266193280.0317,-678395046.0000
2020-09-18,4.1,4.145,4.04,4.09,4.09,20339371,0.0000,1.0,4.5270,4.4060,34.7584,46.1310,48.4806,-0.1424,-0.0524,-0.1948,27.7074,-79.2825,15.0000,100.0000,3.7292,5.3248,4.5270,243490349.5872,-649205564.0000
2020-09-17,4.08,4.15,4.07,4.14,4.14,28414554,0.0000,1.0,4.5750,4.4392,36.0041,56.5476,42.7283,-0.1293,-0.0629,-0.1921,27.1753,-82.8129,0.0000,80.0000,3.7726,5.3774,4.5750,244458891.0634,-628866193.0000
